Country,City,Location_ID,Location_Name,Type_of_Attraction,Attraction_Category,Latitude,Longitude,Date,Avg_Daily_Pedestrian_Count,Holiday,Weather_Temperature_Avg,Weather_Wind_Speed_Avg,Weather_Precipitation_Sum,Weather_Relative_Humidity_Avg
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-07,6033.0,0.0,17.744501,16.769999,2.4999998,83.55557
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-08,5493.0,0.0,18.465332,30.314997,1.2000002,78.57035
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-09,6608.0,0.0,18.936167,69.149994,22.300001,80.801704
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-10,4262.0,0.0,19.961168,37.769997,11.1,87.84312
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-11,3453.0,0.0,18.461166,17.055,0.3,91.24973
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-12,5207.0,0.0,19.296585,19.89,0.6,88.24502
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-13,5762.0,0.0,16.840334,32.43,4.2999997,78.36112
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-14,5833.0,0.0,16.41742,34.094997,0.70000005,78.61212
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-15,5812.0,0.0,17.7945,34.71,0.4,73.75294
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-16,6847.0,0.0,16.504915,42.029995,6.6,77.46375
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-17,5748.0,0.0,15.465333,29.714996,0.0,68.88795
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-18,3658.0,0.0,15.477833,16.8,0.6,78.10372
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-19,5817.0,0.0,16.821585,33.075,5.6,79.41732
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-20,5765.0,0.0,17.746584,34.41,17.200003,89.60145
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-21,6709.0,0.0,17.336164,26.46,0.1,77.80013
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-22,6613.0,0.0,15.7695,14.535,4.8,86.46717
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-23,7088.0,0.0,16.811167,26.954996,5.299999,83.86539
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-24,5950.0,0.0,15.940331,34.304996,0.6,74.51025
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-25,4102.0,1.0,15.481999,30.480001,0.8000001,71.89989
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-26,3403.0,1.0,15.204918,30.494995,0.90000004,74.449585
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-27,5811.0,0.0,14.048667,18.390001,3.5,79.68245
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-28,6621.0,0.0,13.354916,17.565004,0.0,76.69718
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-29,6401.0,0.0,14.415333,18.269999,1.7,83.98688
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-04-30,7096.0,0.0,16.332003,27.029999,0.0,75.95516
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-01,6104.0,0.0,12.961167,21.974998,0.0,77.34101
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-02,3406.0,0.0,12.290333,13.920001,0.0,81.544136
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-03,5285.0,0.0,14.4070015,11.174998,0.0,71.53155
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-04,5620.0,0.0,14.161167,17.489996,0.0,76.98482
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-05,6081.0,0.0,15.065334,15.014999,0.0,85.15095
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-06,5927.0,0.0,15.7090845,28.335001,0.4,86.62504
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-07,6833.0,0.0,17.438248,47.714996,0.8000001,73.85136
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-08,5543.0,0.0,17.748667,32.489998,2.1000001,89.43335
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-09,3360.0,0.0,17.60492,22.14,5.9,92.21155
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-10,4935.0,0.0,17.463251,27.659998,0.70000005,90.5311
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-11,5553.0,0.0,17.76325,31.799995,12.0,89.094055
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-12,6139.0,0.0,13.975751,26.685,1.1,79.294235
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-13,6557.0,0.0,11.050751,20.324999,0.0,77.836266
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-14,6953.0,0.0,17.600752,50.7,12.200001,81.16628
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-15,6338.0,0.0,14.788251,21.209997,0.2,83.802475
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-16,3838.0,0.0,16.613253,38.309998,1.5000001,85.68949
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-17,4857.0,0.0,15.188251,47.505,1.6000001,75.994095
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-18,5179.0,0.0,15.452832,50.09999,0.4,68.63075
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-19,5834.0,0.0,15.907001,27.33,0.4,82.34481
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-20,5916.0,0.0,13.846585,16.140001,0.1,90.70651
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-21,6955.0,0.0,13.240334,26.144999,0.0,87.12081
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-22,6094.0,0.0,13.888251,48.615,2.2,71.0404
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-23,3085.0,0.0,13.957,50.834995,0.2,67.05642
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-24,5006.0,0.0,13.367417,48.824993,0.0,66.20005
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-25,5504.0,0.0,11.602833,38.97,0.0,70.94798
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-26,5904.0,0.0,11.167417,20.925001,0.0,79.17993
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-27,6001.0,0.0,11.7611685,22.589996,5.2999997,86.487404
New Zealand,Auckland,NZAUK_1,Sky Tower,Tower,Urban Landmark,-36.8485,174.7633,2021-05-28,6506.0,0.0,13.819499,42.329998,2.8,86.24368
